Timestamp,lga,gender,age,education,do you own land,6- How did you acquire farming land?,7- Size of your farm?,8- Core sources of income?,9- Level of income per month in Nigerian naira?,"10- In addition to maize farming, what are your other sources of income and Average annual income (Naira)?",11- . Specify whether you acknowledged any credit for your agriculture ?,12- Years of farming experience?,13- Are you a member of a farmers’ association? ,14- Specify aids received as a member?,1- In your opinion is climate change taking place?,"2- If you are agreed, please specify from the list below what is your experience for the last 20 years that varieties your opinion that climate change is happening? ",3- Are you afraid of these climate changes?,"4- If yes, why?","1- Would you come to an agreement that the changes you stated, have negatively affected your maize farming activities?","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Increase in temperature]","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Increase in rainfall and increased frequency and intensity of floods]","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Changes in precipitation patterns]","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Increased frequency and intensity of droughts and decline in rainfall]",3- Take a reference of the last 10 years (2021); Is Maize farming areas?,"4- If increases or decreases, why?",1- Have you transformed your maize farming practices in response to climate change conditions?,2- Are you cognizant of climate-smart practices? ,4- Have you experienced any training on climate-smart practices for more than one week in an NGO or an institution? ,5- Do you know the benefits connected with the adoption of climate-smart practices? ,6- If yes what are the advantages of the adoption of climate-smart practices? ,7- ,7- For how long have you tried them on your farm? ,"8- If you have tried these practices, what do you propose to do? ",1- Do you receive climate information or early warning messages? ,"2- If yes, how do you receive this information through communication channels?","3- If you have received climate information, are you using the information?",4- If not why?,"5- If yes, does it influence you to change management practices? ",6- If yes what are the management options?,"10- In addition to maize farming, what are your other sources of income and Average annual income (Naira)? [Others]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Mixed cropping]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Combined crop and livestock systems]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Using seasonal weather predictions]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Agroforestry]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Crop rotation]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Rainwater harvesting]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Irrigation using effective technology]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Farmyard composting]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Preservation of hay during the dry season]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Use of organic manure & chemical fertilizer]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Other, specify]"
7/22/2022 20:01,Kudan,Male,above 40,Tertiary Education,No,Inherited,Above 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Pasture is insufficient for my animals,Strongly agree,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,No,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Posters",Yes,,Yes,,,Aware (No),Aware (No),Aware (No),Aware (Yes),Aware (No),Aware (No),Aware (No),Aware (No),Aware (No),Aware (No),None
7/22/2022 20:04,Kachia,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,"Non-farm income (employment, business, etc)",< 10000,"Above 100,000",Yes,Above 5 years,No,Access to credit,Agree,"Decrease in rainfall, Decrease in temperature",No,Crops have been destroyed and livestock died,Agree,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Increase,,Yes,No,Yes,No,Increases productivity,,Above 2 years,Continue,No,"Radio, Internet",Yes,,Yes,,,None,Knowledge (Yes),Aware (Yes),Aware (No),Knowledge (Yes),None,Aware (No),Aware (Yes),Aware (Yes),Knowledge (Yes),None
7/22/2022 20:04,Giwa,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,"Learn new methods of farming, Access to extension services",Agree,"Decrease in rainfall, Decrease in temperature",Yes,Pasture is insufficient for my animals,Agree,None,Crop failure,"Inability to plan farming activities, instability in production resulting from the Crop failure.",Crop failure,Decrease,,No,Yes,No,Yes,"Enhances resilience to climate change, Enhances food security, More profitable and less costly",,Above 2 years,Continue,Yes,"Radio, Internet, Neighbors and friends",Yes,,Yes,,,Practice (No),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (Yes),Practice (Yes),Practice (No),Knowledge (No),Aware (No),Knowledge (No),Practice (Yes)
7/22/2022 20:06,Kubau,Male,above 40,Primary school education,Yes,Rented,50 – 200ha,Farm income,< 10000,"Above 100,000",Yes,Above 5 years,Yes,Learn new methods of farming,Agree,Decrease in rainfall,Yes,Crop yields have declined,Strongly agree,None,The emergence of new strains of pests and diseases,The decline in crop yield diseases,None,Increase,,Yes,No,No,No,"Enhances resilience to climate change, Are efficient in the use of natural resources",,Above 2 years,Continue,No,"Radio, Television",Yes,,Yes,,,None,Aware (Yes),Knowledge (Yes),None,Aware (Yes),Aware (No),Knowledge (Yes),Aware (Yes),Aware (Yes),Aware (No),None
7/22/2022 20:08,Zaria,Male,above 40,Primary school education,No,Rented,Above 200ha,Farm income,< 10000,"Above 100,000",No,Above 5 years,Yes,Access to credit,Agree,Decrease in rainfall,Yes,Crops have been destroyed and livestock died,Strongly agree,The decline in crop yield diseases,None,The emergence of new strains of pests and diseases,The decline in crop yield diseases,Increase,,Yes,Yes,Yes,Yes,Increases productivity,,Above 2 years,Continue,Yes,"Radio, Internet",Yes,,No,,,None,Knowledge (Yes),Aware (Yes),Aware (No),Aware (Yes),Aware (No),Aware (Yes),Aware (No),Aware (Yes),None,Aware (No)
7/22/2022 20:09,BirninGwari,Male,above 40,Primary school education,Yes,Bought,50 – 200ha,Farm income,< 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to extension services,Agree,"Decrease in rainfall, Increase in rainfall",Yes,Pasture is insufficient for my animals,Neutral,None,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The decline in crop yield diseases,Decrease,,Yes,No,Yes,No,Increases productivity,,Above 2 years,Continue,No,"Radio, Television",Yes,,No,,,Aware (Yes),Knowledge (Yes),Aware (No),None,Aware (Yes),Aware (No),Knowledge (Yes),Aware (No),Aware (Yes),Aware (Yes),Aware (No)
7/22/2022 20:10,Ikara,Male,above 40,Primary school education,No,Inherited,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to extension services,Strongly agree,Increase in rainfall,No,I am unable to plan my farming activities,Agree,The emergence of new strains of pests and diseases,The decline in crop yield diseases,None,The emergence of new strains of pests and diseases,Increase,,Yes,No,Yes,Yes,Enhances resilience to climate change,,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,None,None,Aware (No),Aware (No),Aware (No),Aware (Yes),Aware (No),Aware (No),Aware (No),Aware (Yes),Aware (Yes)
7/22/2022 20:11,Giwa,Male,above 40,Primary school education,Yes,Inherited,50 – 200ha,Farm income,< 10000,"Above 100,000",Yes,Above 5 years,No,Access to credit,Strongly agree,Increase in rainfall,No,Pasture is insufficient for my animals,Agree,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Increase,,Yes,Yes,Yes,No,Enhances resilience to climate change,,Above 2 years,Continue,No,"Radio, Internet",No,,Yes,,,None,Aware (Yes),Aware (No),Aware (Yes),Aware (No),Aware (Yes),Aware (No),Aware (No),Aware (No),Aware (Yes),Aware (Yes)
7/22/2022 20:13,BirninGwari,Male,above 40,Primary school education,Yes,Rented,Above 200ha,Farm income,< 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to credit,Strongly agree,Decrease in temperature,No,Crops have been destroyed and livestock died,Agree,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Increase,,Yes,Yes,Yes,Yes,Are efficient in the use of natural resources,,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Aware (Yes),Aware (Yes),Knowledge (Yes),Aware (No),None,Aware (Yes),None,Aware (No),Aware (Yes),Aware (Yes),Aware (Yes)
7/22/2022 20:14,Kachia,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to extension services,Agree,Decrease in rainfall,Yes,Crops have been destroyed and livestock died,Strongly agree,None,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Increase,,Yes,Yes,Yes,Yes,Enhances resilience to climate change,,Above 2 years,Continue,Yes,"Radio, Internet",Yes,,Yes,,,Aware (No),None,Aware (No),Aware (No),None,Aware (Yes),Aware (Yes),None,Aware (Yes),Aware (Yes),Aware (No)
7/22/2022 20:14,Kaura,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,"Access to extension services, Any other benefit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Strongly agree,The decline in crop yield diseases,The decline in crop yield diseases,The decline in crop yield diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Television, Posters, Internet",Yes,,Yes,,,Practice (Yes),Knowledge (No),Practice (Yes),Practice (Yes),Knowledge (No),Practice (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),None
7/22/2022 20:14,ZangonKataf,Male,above 40,Primary school education,Yes,Bought,50 – 200ha,Farm income,< 10000,"Above 100,000",Yes,Less 5 years,Yes,Access to extension services,Neutral,Decrease in temperature,Yes,I am unable to plan my farming activities,Agree,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Increase,,Yes,Yes,No,Yes,Enhances resilience to climate change,,Above 2 years,Continue,No,"Radio, Television",Yes,,Yes,,,Aware (No),Aware (No),Aware (No),Aware (No),Aware (No),None,Aware (No),Knowledge (Yes),Aware (No),Aware (Yes),Aware (No)
7/22/2022 20:15,Igabi,Male,above 40,Primary school education,Yes,Bought,50 – 200ha,Farm income,< 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to credit,Neutral,Decrease in rainfall,Yes,Crop yields have declined,Strongly agree,The emergence of new strains of pests and diseases,None,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Increase,,Yes,No,Yes,Yes,Enhances resilience to climate change,,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Aware (No),Aware (No),Aware (Yes),None,Aware (Yes),Aware (No),Aware (No),Aware (Yes),Aware (No),Aware (Yes),Aware (Yes)
7/22/2022 20:16,Jema'a,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to credit",Strongly agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Pasture is insufficient for my animals,Strongly agree,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Posters, Internet",Yes,,Yes,,,Practice (Yes),Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (No),Knowledge (Yes),None
7/22/2022 20:16,Kaduna North,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,"Learn new methods of farming, Any other benefit",Agree,"Increase in rainfall, Decrease in temperature",Yes,I am unable to plan my farming activities,Agree,None,The emergence of new strains of pests and diseases,The decline in crop yield diseases,Reduced moisture in the soil leads to wilting of crops,Increase,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,Participatory Township planning meeting,Yes,,Yes,,,Aware (Yes),Aware (Yes),Aware (No),Aware (No),Knowledge (Yes),Aware (No),Aware (Yes),None,Aware (No),Knowledge (Yes),None
7/22/2022 20:16,Kaduna North,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to extension services,Agree,Increase in rainfall,Yes,Crops have been destroyed and livestock died,Agree,The emergence of new strains of pests and diseases,None,The emergence of new strains of pests and diseases,The decline in crop yield diseases,Increase,,Yes,Yes,Yes,Yes,Enhances food security,,Above 2 years,Continue,Yes,"Brochures, SMS services",Yes,,Yes,,,Aware (Yes),Aware (Yes),Aware (Yes),None,None,Aware (No),Aware (Yes),None,Aware (No),Aware (Yes),Aware (No)
7/22/2022 20:17,Kaduna North,Male,above 40,Primary school education,Yes,Inherited,50 – 200ha,Farm income,< 10000,"Above 100,000",No,Above 5 years,No,Learn new methods of farming,Agree,Increase in temperature,Yes,Pasture is insufficient for my animals,Strongly agree,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The decline in crop yield diseases,Decrease,,No,Yes,Yes,Yes,Enhances food security,,Above 2 years,Continue,Yes,"Radio, Television",No,,No,,,Aware (Yes),Aware (No),Aware (No),Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (No),Aware (No),Aware (No)
7/22/2022 20:17,Chikun,Male,above 40,Arabic Education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Learn new methods of farming,Agree,Increase in temperature,Yes,Crops have been destroyed and livestock died,Agree,The emergence of new strains of pests and diseases,None,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Increase,,Yes,Yes,Yes,Yes,Enhances food security,,Above 2 years,Continue,Yes,"Radio, Posters",Yes,,Yes,,,Aware (Yes),None,Aware (No),None,Aware (Yes),Aware (No),None,Aware (Yes),None,None,None
7/22/2022 20:18,Kubau,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to extension services, Access to credit, Any other benefit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly disagree,The decline in crop yield diseases,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,Reduced moisture in the soil leads to wilting of crops,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television, Internet",Yes,,Yes,,,Practice (Yes),Knowledge (No),Knowledge (No),Practice (Yes),Knowledge (No),Practice (Yes),Practice (Yes),Practice (Yes),Knowledge (No),Knowledge (No),None
7/22/2022 20:20,Jema'a,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Agree,"Decrease in temperature, Increased frequency and intensity in droughts",Yes,Pasture is insufficient for my animals,Agree,None,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The decline in crop yield diseases,Decrease,,Yes,Yes,No,Yes,"Increases productivity, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Posters, Internet",Yes,,No,,,Knowledge (Yes),Aware (No),Knowledge (Yes),Aware (No),Knowledge (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Practice (No)
7/22/2022 20:20,Sanga,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to extension services, Any other benefit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Reduced moisture in the soil leads to wilting of crops,Reduced moisture in the soil leads to wilting of crops,Reduced moisture in the soil leads to wilting of crops,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Radio, Posters",Yes,,Yes,,,Practice (Yes),Practice (Yes),Knowledge (No),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (No),None
7/22/2022 20:23,ZangonKataf,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,"Learn new methods of farming, Access to credit",Agree,"Decrease in rainfall, Increase in temperature, Decrease in temperature",Yes,Crops have been destroyed and livestock died,Agree,Lack of pasture,"Inability to plan farming activities, instability in production resulting from the Crop failure.",Poor quality pasture as a result of nutrient leaching,Pests and diseases outbreak,Decrease,,Yes,Yes,No,Yes,"Increases productivity, More profitable and less costly",,Above 2 years,Continue,Yes,"Television, Newspapers",Yes,,Yes,,,None,Aware (Yes),Aware (No),Knowledge (Yes),Knowledge (No),Practice (Yes),Practice (No),Knowledge (No),Practice (No),Knowledge (Yes),Knowledge (No)
7/22/2022 20:27,Jaba,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Learn new methods of farming,Strongly agree,Decrease in rainfall,Yes,Crop yields have declined,Agree,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,The decline in crop yield diseases,Destruction of crops as a result of flooding,Decrease,Decrease in rainfall,Yes,Yes,Yes,Yes,Enhances resilience to climate change,,2 years,Continue,Yes,Radio,Yes,,No,,,Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Knowledge (No),Aware (Yes),Aware (No),Aware (No),Aware (Yes),Aware (No),Knowledge (No)
7/22/2022 20:28,Kagarko,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,"Access to extension services, Any other benefit",Agree,"Increase in rainfall, Decrease in temperature",Yes,I am unable to plan my farming activities,Agree,None,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The decline in crop yield diseases,Decrease,,No,Yes,No,Yes,"Increases productivity, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Radio, Newspapers",Yes,,No,,,None,Knowledge (Yes),Aware (Yes),Knowledge (Yes),Knowledge (No),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (No)
7/22/2022 20:31,Igabi,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Any other benefit,Agree,"Decrease in rainfall, Decrease in temperature",Yes,Crops have been destroyed and livestock died,Agree,Reduced moisture in the soil leads to wilting of crops,Exacerbated soil erosion,Exacerbated soil erosion,Exacerbated soil erosion,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Internet, Neighbors and friends",Yes,,Yes,,,Practice (No),Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Practice (Yes)
7/22/2022 20:33,Sanga,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Strongly agree,Reduced moisture in the soil leads to wilting of crops,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,The decline in crop yield diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Posters",Yes,,Yes,,,Practice (Yes),Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (No),None
7/22/2022 20:34,Igabi,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Learn new methods of farming,Agree,"Decrease in rainfall, Decrease in temperature",Yes,I am unable to plan my farming activities,Agree,None,None,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Television, Newspapers",Yes,,Yes,,,Knowledge (Yes),Practice (No),Practice (No),Practice (Yes),Practice (No),Practice (Yes),Practice (Yes),Practice (Yes),Practice (Yes),Knowledge (No),Practice (Yes)
7/22/2022 20:36,Jaba,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,Increase in rainfall,No,Increase in production,Disagree,The emergence of new strains of pests and diseases,None,The emergence of new strains of pests and diseases,None,Increase,Increase in farmers,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,2 years,Continue,Yes,Radio,Yes,,Yes,,,Aware (Yes),Aware (Yes),None,Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (No),Aware (Yes),Aware (Yes)
7/22/2022 20:37,Kachia,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to extension services,Agree,"Increase in temperature, Increased frequency and intensity in floods",Yes,Pasture is insufficient for my animals,Agree,Lack of pasture,"Inability to plan farming activities, instability in production resulting from the Crop failure.",The emergence of new strains of pests and diseases,The decline in crop yield diseases,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Television, Local administrators",Yes,,Yes,,,None,Aware (No),Knowledge (Yes),None,Aware (No),Aware (No),Aware (No),Aware (Yes),Aware (Yes),Aware (No),Aware (No)
7/22/2022 20:40,BirninGwari,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Agree,"Increase in rainfall, Decrease in temperature, Increased frequency and intensity in droughts",Yes,I am unable to plan my farming activities,Agree,The decline in crop yield diseases,The emergence of new strains of pests and diseases,None,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Radio, Local administrators",Yes,,Yes,,,Knowledge (Yes),Aware (No),Aware (Yes),None,Aware (Yes),Aware (No),Knowledge (Yes),Knowledge (Yes),Aware (No),Aware (Yes),Aware (Yes)
7/22/2022 20:43,Ikara,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to credit,Agree,"Decrease in rainfall, Decrease in temperature",Yes,Crop yields have declined,Agree,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, More profitable and less costly",,Above 2 years,Continue,Yes,"Internet, Neighbors and friends",Yes,,Yes,,,None,Aware (No),Aware (No),Aware (Yes),Aware (Yes),Aware (Yes),Aware (Yes),None,None,None,Aware (No)
7/22/2022 20:46,Kauru,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,Learn new methods of farming,Agree,"Increase in rainfall, Decrease in temperature",Yes,Crop yields have declined,Agree,The emergence of new strains of pests and diseases,None,The decline in crop yield diseases,None,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Internet",Yes,,Yes,,,Knowledge (Yes),Aware (No),Aware (Yes),None,Aware (No),None,Knowledge (Yes),Aware (Yes),Knowledge (Yes),Aware (Yes),Aware (No)
7/22/2022 20:48,Kubau,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,Any other benefit,Agree,"Decrease in rainfall, Decrease in temperature",Yes,Crops have been destroyed and livestock died,Agree,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Enhances food security, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Neighbors and friends, Native forecasters",Yes,,No,,,Aware (No),Aware (Yes),Aware (No),None,None,Aware (Yes),Aware (Yes),Aware (No),Aware (No),Aware (No),None
7/22/2022 20:50,Lere,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,Access to credit,Agree,"Decrease in rainfall, Increase in rainfall, Increased frequency and intensity in floods",Yes,Pasture is insufficient for my animals,Agree,The decline in crop yield diseases,None,The decline in crop yield diseases,None,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Radio, Newspapers",Yes,,Yes,,,None,None,None,Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Aware (No),Aware (No),Aware (No),Aware (No),Aware (No)
7/22/2022 20:52,Zaria,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,"Access to extension services, Access to credit",Agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Crop yields have declined,Agree,The decline in crop yield diseases,None,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"SMS services, Neighbors and friends",Yes,,Yes,,,Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Aware (No),Aware (No),Aware (No),Aware (Yes),Aware (Yes),Aware (Yes),None,None
7/22/2022 21:11,Jaba,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to extension services,Agree,Increase in temperature,Yes,Crop yields have declined,Agree,None,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The decline in crop yield diseases,Increase,,Yes,Yes,Yes,Yes,Enhances resilience to climate change,,Above 2 years,Continue,Yes,"Radio, Newspapers",Yes,,Yes,,,None,Aware (Yes),Aware (No),Aware (No),Aware (Yes),None,Aware (Yes),Aware (No),None,Aware (Yes),None
7/22/2022 21:13,Kaura,Male,above 40,Arabic Education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to extension services,Agree,Increase in rainfall,Yes,Crops have been destroyed and livestock died,Agree,None,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Increase,,Yes,Yes,Yes,Yes,Increases productivity,,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Aware (No),Aware (Yes),None,Aware (Yes),None,Aware (Yes),None,Aware (Yes),Aware (No),Aware (No),None
